Player,AB,R,H,1B,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,FPTS
Marty Costes OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fernando Cruz SS | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominic Miroglio C | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eddy Martinez OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ty Southisene 2B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blake Tiberi 3B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darlin Moquete OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Lopez SS | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Hipwell 1B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ambioris Tavarez 2B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mel Rojas OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trenton Brooks DH | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Newell OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Murzi C | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fenwick Trimble OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.J. Retherford 3B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Peroza 3B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Belza 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Miguel Medina OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfredo Reyes SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donovan Casey OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Lozada SS | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edwin Rios 1B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ricardo Cabrera 3B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taylor Young 2B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sharif Othman C | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Adams 1B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johan Camargo SS | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Yerzy 1B | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Won-Bin Cho OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunter Jones OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sammy Stafura SS | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heiker Meneses 2B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brewer Hicklen OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Franklin 3B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Milone OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesse Hodges 3B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starling Heredia OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baron Radcliff OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Schnell OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leury Garcia 2B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noah Williamson OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lolo Sanchez OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel Lino C | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trever Morrison SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Antonini C | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Barrett OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathon Long 1B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan January C | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montrell Marshall SS | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ji-Hwan Bae OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Todd Czinege 3B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vince Jackson OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane Hoelscher 3B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greyson Jenista OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yasiel Balaguert 1B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edward Lantigua OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telmito Agustin OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Moritz OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beamer Weems SS | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Gelof 3B | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hendrik Clementina C | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Toribio 3B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashley Graeter C | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeferson Espinal OF | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aramis Garcia C | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyatt Sanford SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reginald Preciado 3B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blake Anderson C | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beau Philip SS | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Pimentel 1B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander Ovalles OF | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Montgomery 2B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alay Lago 3B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Moore 1B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason House OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Procyshen C | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jhoan De La Cruz SS | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luigi Rodriguez 2B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaylen Palmer OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francisco Arcia C | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Landon Dieterich OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Marinconz SS | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant Heyman OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rylan Bannon 2B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Pujols OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan Wagner 3B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Vetrano 1B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorenzo Meola 2B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavin Logan C | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Pullin OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peyton Stovall 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jay Jabs 3B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordy Barley SS | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramon Mendoza 1B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edwin Figuera SS | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Bitonti 1B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Braylon Payne OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakob Christian OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradley Zimmer OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelvin Hidalgo SS | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelly Dugan OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dilson Herrera 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alejandro Salazar SS | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murf Gray 3B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Reynolds 3B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Garcia C | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canaan Smith-Njigba OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Verdugo OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Oberste 1B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Levi Michael 2B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stewart Ijames OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcos Castanon 2B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turner Hill OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramon Hernandez 1B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilfred Astudillo C | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Arauz 3B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elijah Green OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curt Casali C | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niko Decolati OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dylan Davis OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casey Golden OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Boone SS | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Edgerton 3B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parks Harber 3B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trevor Boone OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evan Mendoza 3B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Tomas SS | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brenner Cox OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gustavo Melendez SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro Castellanos 1B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Walton 3B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wesley Jones 2B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cam Maron C | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demetrius Sims SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jhon Torres OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eduardo Quintero OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo Reyes OF | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Martini DH | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dustin Houle C | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Rudick OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Amaral OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ariel Armas C | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kristian Robinson OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slade Caldwell OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Brosher C | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blake Barber 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson Cluff SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deybert Lozano OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor Essenburg OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Herman OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trey Cabbage OF | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronald Bueno 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Thompson SS | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yonatan Henriquez 3B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Dahl OF | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Royelny Strop OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Kolozsvary C | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Zanon OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruddy Giron 3B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Bandura OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rene Garcia C | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Spingola OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K.J. Woods 1B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taylor Motter 2B | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collin Ferguson 1B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dillon Paulson 1B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Sanchez SS | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver Tejada OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joey Rose 1B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel Del Castillo C | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Burgamy 2B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Corniel SS | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Titus Dumitru OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chase Valentine SS | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Rodriguez 3B | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fernando Perez 2B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Givin 2B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean Walters 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Rohm OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Cairo SS | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dillon Dobson SS | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Aviles SS | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angelo Mora 2B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ray-Patrick Didder SS | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garrett Wolforth C | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Fraizer OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sean Bouchard OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julio Carreras 2B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jantzen Witte 1B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan Moore C | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freddy Zamora SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Moss OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Weingartner SS | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damon Keith OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonah Davis OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Payne C | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mylz Jones SS | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kayson Cunningham SS | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Liberato OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronny Cruz SS | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Bean C | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Szykowny 3B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Rodriguez 1B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ismael Mena OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitch Delfino 3B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cody Roberts C | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chavez Young OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gioskar Amaya SS | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Todd Glaesmann OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sean McLain SS | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balbino Fuenmayor 1B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.J. Stewart 1B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnny Olmstead SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole Zabowski 1B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ian Rice C | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
River Stevens 2B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javier Valdes C | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Verdugo SS | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quinn Brodey OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitchell Tolman 2B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karson Simas SS | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonardo Bernal C | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Parada C | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomas Morales C | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Cimillo 1B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Guerrera SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cam Clayton SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavin LaValley 3B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bligh Madris 1B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Suchy OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Nevin 1B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Harrison 3B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleuluis Rondon SS | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eddie Rosario DH | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cade McGee 3B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brett Roberts SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Ogle C | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edwin Arroyo SS | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carter Williams OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cam Collier 1B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Sanchez SS | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Felix Perez OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rainiel Rodriguez C | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caleb Roberts C | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Avalo C | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Bracho 2B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Ashford OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavin Fien SS | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Senzel 3B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Bazzell C | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andres Angulo C | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arturo Rodriguez C | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Anderson OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Kendall SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene Cone OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Burcham SS | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan Hedges 3B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deivid Coronil 3B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt McLaughlin SS | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devan Ahart OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel Pineda C | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blake Hunt C | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Calaz OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marconi German 2B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Reichenborn OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Coley II OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben McLaughlin 3B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Torin Montgomery 1B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Mitchell OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelvin Melean SS | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan Holliday SS | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aidan Miller SS | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luiyin Alastre 3B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolas Torres 3B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eudy Pina OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Levi Jordan OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Braeden Schlehuber C | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kehden Hettiger C | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramon Rodriguez C | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.J. McElroy OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Cruz OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Johnson OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanner Thach 1B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Jones OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kane Kepley OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barrett Barnes OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro Ramirez 3B | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremy Rodriguez SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Vilar C | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sean Jamieson SS | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron McKeithan C | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drake Osborn C | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
